,value,date,ipc_type,base,base_log,dlog,year,month,quarter,sa_component,sa,log_sa,dlog_sa,forecast_dlog_sa,MoM_sa_final
47,100.96,2003-11-01,ИПЦ,1.8394901780205573,0.6094884560651845,0.009554212804811502,2003.0,11.0,4.0,-0.033812319139111126,1.8733024971596683,0.6277029145110886,0.0092082716536932,,101.00925079821894
48,101.1,2003-12-01,ИПЦ,1.8597245699787832,0.6204283961035189,0.010939940038334317,2003.0,12.0,4.0,-0.026207151606938133,1.8859317215857214,0.634421980791201,0.006719066280112429,,101.00674168984732
49,101.75,2004-01-01,ИПЦ,1.892269749953412,0.6377770344381318,0.017348638334612976,2004.0,1.0,1.0,0.0014478458920879392,1.890821904061324,0.637011604416768,0.002589623625566917,,101.0025929795971
50,100.99,2004-02-01,ИПЦ,1.9110032204779508,0.6476283504885061,0.00985131605037426,2004.0,2.0,1.0,0.009495588050242467,1.9015076324277083,0.6426470622764694,0.0056354578597014315,,101.00565136692326
51,100.75,2004-03-01,ИПЦ,1.9253357446315356,0.6551003653272071,0.007472014838700969,2004.0,3.0,1.0,0.033356701104213286,1.8919790435273223,0.6376233942085769,-0.005023668067892451,,100.99498892944845
52,100.99,2004-04-01,ИПЦ,1.9443965685033877,0.6649516813775813,0.00985131605037426,2004.0,4.0,2.0,0.03447518996369206,1.9099213785396956,0.6470620781430939,0.009438683934516967,,101.00948336878982
53,100.74,2004-05-01,ИПЦ,1.9587851031103125,0.6723244357069942,0.007372754329412867,2004.0,5.0,2.0,0.02952719147522746,1.929257911635085,0.6571354272335657,0.01007334909047175,,101.0101242560624
54,100.78,2004-06-01,ИПЦ,1.974063626914573,0.6800941729713549,0.007769737264360699,2004.0,6.0,2.0,0.019212468889063493,1.9548511580255095,0.6703140565366918,0.013178629303126188,,101.01326585016761
55,100.92,2004-07-01,ИПЦ,1.9922250122821874,0.6892521107561207,0.009157937784765813,2004.0,7.0,3.0,0.01219474136871112,1.9800302709134763,0.683112132929718,0.012798076393026103,,101.01288032226115
56,100.42,2004-08-01,ИПЦ,2.0005923573337725,0.6934433153745887,0.004191204618468003,2004.0,8.0,3.0,-0.014944292617736329,2.0155366499515086,0.7008854874591273,0.017773354529409313,,101.01793224051148
57,100.43,2004-09-01,ИПЦ,2.0091949044703075,0.6977340967917449,0.00429078141715622,2004.0,9.0,3.0,-0.030613154674718767,2.039808059145026,0.7128557147751109,0.011970227315983628,,101.01204215720617
